id,description
153,"Watermaster waders - long - Blackberries, barbwire, basalt...the fact is, we ask a lot of our waders - most importantly, that they keep us dry through all sorts of abuse. The new version of our Watermaster Waders accomplishes this on a number of fronts: First, our proprietary waterproof/breathable polyester microfiber fabric package with H2No Hydrostorm barrier is quantitatively more puncture resistant than the competition. Then, because wet is wet, whether it comes from inside or out, we use lighter, more breathable fabric up top and a tougher version below. Finally, and not to be overlooked, our innovative internal suspension system makes it easier than ever to, uh...relieve yourself without taking off jacket or vest. Something to consider in a driving rainstorm. It all adds up to an incredibly dry, durable and lightweight pair of waders. In other words, Watermasters. Field repair kit included.<br><br><b>Details:</b><ul> <li>Polyester microfiber shell with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR (durable water repellent) finish; Inside zippered main pocket (with piggyback mesh pocket and internal key/tool loop) flips out for quick access</li> <li>""Unique, waist-mounted suspender allows easy conversion from chest to waist height; TPU post and slot design on front and back of suspenders offers security when wading deep and for roll down, waist high comfort""</li> <li>Anatomically curved knees and modified Y-Joint crotch; inside leg seams are positioned away from wear zones</li> <li>""Specifically designed left and right legs and booties; built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones""</li> <li>""1 1/4"""" gripper elastic gravel guard cuffs; concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch""</li> <li>Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit</li> <li>Field repair kit included</li></ul><br><br><b>Fabric: </b>""Upper: 3-layer, 5.2-oz polyester microfiber twill shell with a proprietary waterproof/ breathable H2No Hydrostorm barrier and Deluge&#174; DWR (durable water repellent) finish. Lower torso and legs: 3-layer, 7-oz polyester microfiber reinforcement fabric with proprietary H2No Hydrostorm barrier and Deluge DWR finish. Gravel guards: 6.35-oz polyester microfiber with Deluge DWR finish. Booties: 3-mm neoprene with abrasion-resistant fabric soles""<br><br><b>Weight: </b>(1096 g 38 oz)<br><br>Made in China."
154,"Watermaster waders - short - Blackberries, barbwire, basalt...the fact is, we ask a lot of our waders - most importantly, that they keep us dry through all sorts of abuse. The new version of our Watermaster Waders accomplishes this on a number of fronts: First, our proprietary waterproof/breathable polyester microfiber fabric package with H2No Hydrostorm barrier is quantitatively more puncture resistant than the competition. Then, because wet is wet, whether it comes from inside or out, we use lighter, more breathable fabric up top and a tougher version below. Finally, and not to be overlooked, our innovative internal suspension system makes it easier than ever to, uh...relieve yourself without taking off jacket or vest. Something to consider in a driving rainstorm. It all adds up to an incredibly dry, durable and lightweight pair of waders. In other words, Watermasters. Field repair kit included.<br><br><b>Details:</b><ul> <li>Polyester microfiber shell with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR (durable water repellent) finish; Inside zippered main pocket (with piggyback mesh pocket and internal key/tool loop) flips out for quick access</li> <li>""Unique, waist-mounted suspender allows easy conversion from chest to waist height; TPU post and slot design on front and back of suspenders offers security when wading deep and for roll down, waist high comfort""</li> <li>Anatomically curved knees and modified Y-Joint crotch; inside leg seams are positioned away from wear zones</li> <li>""Specifically designed left and right legs and booties; built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones""</li> <li>""1 1/4"""" gripper elastic gravel guard cuffs; concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch""</li> <li>Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit</li> <li>Field repair kit included</li></ul><br><br><b>Fabric: </b>""Upper: 3-layer, 5.2-oz polyester microfiber twill shell with a proprietary waterproof/ breathable H2No Hydrostorm barrier and Deluge&#174; DWR (durable water repellent) finish. Lower torso and legs: 3-layer, 7-oz polyester microfiber reinforcement fabric with proprietary H2No Hydrostorm barrier and Deluge DWR finish. Gravel guards: 6.35-oz polyester microfiber with Deluge DWR finish. Booties: 3-mm neoprene with abrasion-resistant fabric soles""<br><br><b>Weight: </b>(1096 g 38 oz)<br><br>Made in China."
155,"Active hipster - While the perfect life might be nomadic, the perfect underwear should stay put. Low-riding Active Hipsters have an extra-wide waistband and newly redesigned single-sided leg binding that won't wander or restrict. Ultra-soft and pliable, the fabric manages moisture and breathes, keeping you comfortable and dry. Solids and prints: 4.6-oz 96% nylon/4% spandex. Stripes: 5.6-oz 93% polyester (58% recycled)/7% spandex.<br><br><b>Details:</b><ul> <li>""Solids and prints made of smooth, stretchy nylon; stripes made of soft, stretchy polyester, both wick moisture""</li> <li>""Comfy, extra-wide waistband lies flat, won't roll or bind, breathable mini-rib crotch, soft, single-sided binding at leg openings won't chafe or creep""</li></ul><br><br><b>Fabric: </b>Solids and prints: 4.6-oz 96% nylon/4% spandex. Stripes: 5.6-oz 93% polyester (58% recycled)/7% spandex. All with moisture-wicking performance<br><br><b>Weight: </b>42 g (1.5 oz)<br><br>Made in Israel."
156,"Active mesh bra - Despite its inability to act as a belay slave, our Active Mesh Bra makes a perfect climbing partner. The body-conforming fabric provides fluid support and wicks moisture, while the seamless construction eliminates chafing. Comfortable nonslip straps won't dig into skin; they contour to a flattering V in back for unobstructed movement. The full-coverage design can go solo, or partner with layers. Made from 95% nylon mesh/5% spandex.<br><br><b>Details:</b><ul> <li>""Stretchy, body-conforming nylon/spandex blend is ultradurable, supportive and wicks moisture to keep skin dry""</li> <li>Seamless construction</li> <li>""Comfortable, nonslip straps meet V-style in back""</li></ul><br><br><b>Fabric: </b>8.1-oz 95% nylon mesh/5% spandex with moisture-wicking performance<br><br><b>Weight: </b>(72 g 2.5 oz)<br><br>Made in Israel."
157,"All-out capris - Jam a pair of these highly compressible capris into your pack for hot-weather comfort in high places. Made from a moisture-wicking blend of 88% polyester/12%spandex, the 4-way stretch fabric has amazing give and rough-rock fortitude. The straight legs are cut with a slight flare at the cuff and feature two front drop-in pockets and a single stealth right thigh pocket. The harness-compatible, low-rise waist now secures with a drawcord and a zip fly with snap closure. Includes rear darts for shape and an improved custom fit. Inseam (size 8) is 22"".<br><br><b>Details:</b><ul> <li>""Features a blend of polyester and spandex for total mobility, a light drape, fast dry time and abrasion resistance; fabric is lightweight and cool""</li> <li>""Clean, low-profile waist with zip fly and snap closure""</li> <li>Straight leg with stash pocket on right thigh</li> <li>Front drop-in pockets</li> <li>Low rise</li> <li>""Inseam (size 8) is 22""""""</li></ul><br><br><b>Fabric: </b>""4.6-oz 88% polyester/12% spandex, with 4-way stretch""<br><br><b>Weight: </b>(210 g 7.3 oz)<br><br>Made in Vietnam."
158,"All weather training top - Whether you're hitting your stride on Ojai's Pratt Trail or finding your chi in the yoga studio, sometimes a quick escape is all you need. This simplified and functional multisport training top stretches, breathes, and features wider straps for pack-wearing comfort and a full-coverage back for underlayer compatibility. The updated lighter fabric (88% polyester/12% spandex) is supple, durable and stretchy, the offset shoulder seams reduce chafe, and the asymmetrical side seams do the same under a waist belt or climbing harness. A revised, simple V-shaped neck helps keep you cool, while a reflective heat-transfer logo keeps you visible.<br><br><b>Details:</b><ul> <li>""Supple, durable, stretchy knit fabric that's highly breathable""</li> <li>Offset shoulder seams to reduce chafe</li> <li>Wide straps and v-neck front with full coverage back for compatibility with undergarments</li> <li>Asymmetrical side seams work well beneath harnesses and packs</li> <li>Reflective heat-transfer logo</li></ul><br><br><b>Fabric: </b>5.6-oz 88% polyester/12% spandex<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in Vietnam."
159,"Alpine guide pants - Skin in, climb ice, switch to rock, traverse a knife-edge ridge and boogie back down - these durable, weather-resistant and breathable soft-shell pants keep stride on every mountain endeavor. The midweight stretch-woven polyester won't restrict your moves, and the brushed interior maintains next-to-skin comfort. A 2-way zippered fly keeps things easy with a harness on, and the gusseted, zippered cuffs have 2-position snaps and tie-down loops. With water-resistant zippered pockets: two front, two thigh, one back hip. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Durable stretch-woven polyester is water- and wind-resistant and highly breathable</li> <li>Brushed interior for next-to-skin comfort</li> <li>Waistband has elastic on back and belt loops; zippered fly</li> <li>""External pockets: two front slash, two glued-on thigh; all with DWR (durable water repellent) treated zippers""</li> <li>""Gusseted, adjustable cuffs have two positions and tie-down loops""</li></ul><br><br><b>Fabric: </b>7.6-oz 90-denier 92% polyester (47% recycled)/8% spandex with Deluge DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(577 g 20 oz)<br><br>Made in Vietnam."
160,"Aravis hoody - The Lochsa River season ushers in snowmelt wavetrains and ice cream headaches. Warm up at the take-out with the Aravis Hoody - a cozy full-zip hooded cardigan made from exceptionally soft, brushed polyester. It has a shaped fit, Capilene-trimmed edges and a fitted hood. Pockets: two zippered handwarmers, a left-sleeve security and interior drop-ins. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Made from cozy soft polyester fleece</li> <li>Updated hood styling</li> <li>Full front zipper</li> <li>""Capilene 3 fabric trims hood, pockets, cuffs and hem""</li> <li>Hooded for added warmth</li> <li>Zippered handwarmer pockets; zippered sleeve security pocket; interior drop-in pockets</li></ul><br><br><b>Fabric: </b>5.9-oz 100% polyester brushed double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>340 g (12 oz)<br><br>Made in Vietnam."
161,"Aravis jkt - The highly adaptable Aravis Jacket eases the transition from icy hibernation to full-fledged charging. The lightweight jacket's dense, double-sided polyester fleece fabric (100%) is brushed for softness; Capilene 3 fabric trims the neck, pockets, cuffs and hem lending a clean style. Full front zipper and stand-up collar preserve warmth. Zippered handwarmer pockets shield chilled paws; interior drop-in pockets and zippered sleeve security pocket stash keys and snacks. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Made of cozy soft polyester fleece</li> <li>Full front zipper with stand up collar for warmth</li> <li>""Capilene 3 fabric trims neck, pockets, cuffs and hem""</li> <li>Zippered handwarmer pockets; zippered sleeve security pocket; interior drop-in pockets</li></ul><br><br><b>Fabric: </b>5.9-oz 100% polyester brushed double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(369 g 12.8 oz)<br><br>Made in Vietnam."
162,"Astrid tank - Conjure up Cardiff's shouldery waves with the Astrid Tank. The unbelievably soft, strappy tank has a flattering scoop neck and is made from our lightest weight organic cotton (55%)/Tencel jersey (45%) fabric blend. Feminine neck gathers and a wide-banded hem at the hip lend a flattering, drapy fit. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Our lightest weight organic cotton and Tencel blend</li> <li>Strappy tank with flattering scoop neck</li> <li>Gathers at neck for fit and drape</li> <li>Wide-banded hem</li> <li>Hip length</li></ul><br><br><b>Fabric: </b>4-oz 55% organic cotton/45% Tencel jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(115 g 4 oz)<br><br>Made in Thailand."
